"College","Branch","Quota","Category","Gender","O.R.","C.R."
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","5419","5947"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","10728","12748"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","7173","9254"
"Indian Institute of Information Technology (IIIT) Ranchi","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","3733","4311"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","33591","44034"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6667","6913"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","14388","15545"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7943","10459"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4268","4957"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OPEN","Gender-Neutral","29623","42245"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","EWS","Gender-Neutral","6639","6649"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","OBC-NCL","Gender-Neutral","13054","15555"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","SC","Gender-Neutral","4767","9933"
"Indian Institute of Information Technology (IIIT) Ranchi","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things)
 (4 Years, B. Tech / B. Tech (Hons.))","AI","ST","Gender-Neutral","4263","4716"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17642","26772"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","822","1501"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4034","4602"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6824","10712"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","752","945"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4123","7498"
"Indian Institute of Information Technology (IIIT) Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2664","3915"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","27248","35990"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","506","2577"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5606","6330"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","10717","13592"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5903","9250"
"Indian Institute of Information Technology (IIIT) Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4348","4800"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","7279","17042"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","667","892"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","2349","3058"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","178","178"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","4496","7137"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","368","594"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2546","4987"
"Indian Institute of Information Technology (IIIT) Pune","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","366","3223"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","17616","22289"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1133","1133"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3718","3949"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5949","9262"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5435","7215"
"Indian Institute of Information Technology (IIIT) Pune","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3836","4189"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","25963","39316"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","37785","39031"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1549","2647"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6042","6478"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","6275","6803"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","10354","14441"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","14291","16795"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7752","9822"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","9019","9810"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4136","4728"
"Indian Institute of Information Technology Bhagalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","4520","4520"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","39700","45342"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","40499","41074"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6882","7211"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","7011","7011"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","14327","15668"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","16975","16975"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","10075","10644"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","10778","11423"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4771","5077"
"Indian Institute of Information Technology Bhagalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","5300","5300"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","43171","50551"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","50856","50856"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","7901","8297"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","15676","17078"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","10223","10886"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","12094","12094"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","5249","5462"
"Indian Institute of Information Technology Bhagalpur","Mechatronics Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","5443","5443"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","16672","27852"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1275","1275"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4185","4911"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","6769","11183"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","4505","7248"
"Indian Institute of Information Technology Bhopal","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2335","4004"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","32891","38370"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1763","1763"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","5951","6418"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","12843","14610"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","9129","10272"
"Indian Institute of Information Technology Bhopal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4219","4624"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","22535","32087"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1334","1334"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4970","5581"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","11222","12790"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7483","9021"
"Indian Institute of Information Technology Bhopal","Information Technology (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3198","4603"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","11420","21541"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","424","424"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3156","3585"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS (PwD)","Gender-Neutral","137","137"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","5110","8042"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","478","478"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","2566","6342"
"Indian Institute of Information Technology Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3310","3599"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","21777","27087"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1075","1640"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4077","4464"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8571","10759"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","Gender-Neutral","877","877"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","6410","8030"
"Indian Institute of Information Technology Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3641","4494"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","35596","40963"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","2516","2516"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","6231","7051"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","12989","14817"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","7096","9732"
"Indian Institute of Information Technology, Agartala","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","4293","4525"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","21546","26361"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","24417","31111"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1273","1273"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","3905","5117"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","5251","5251"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8195","11122"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","13643","14535"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","5432","7618"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","5379","5379"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","2743","3158"
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","3767","3767"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Gender-Neutral","20254","32346"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","Female-only (including Supernumerary)","26902","32782"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","Gender-Neutral","1624","1708"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Gender-Neutral","4915","5555"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","EWS","Female-only (including Supernumerary)","5240","6056"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Gender-Neutral","8276","11535"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","Female-only (including Supernumerary)","15178","16435"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Gender-Neutral","3313","8535"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","Female-only (including Supernumerary)","6528","9003"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Gender-Neutral","3149","4357"
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","Female-only (including Supernumerary)","4338","4338"
